"Species"	"number_wasps"	"w"	"total_alive"	"total_nested"	"total_usurp"	"total_coNested"
"dominula"	130	90	4	4	0	2
"dominula"	130	91	2	2	0	1
"dominula"	130	92	2	2	0	1
"dominula"	130	93	2	2	0	2
"dominula"	130	94	1	1	0	0
"dominula"	130	95	3	3	0	2
"dominula"	130	96	2	2	0	2
"dominula"	130	97	3	3	0	2
"dominula"	130	98	1	1	0	1
"dominula"	130	99	1	1	0	1
"dominula"	130	100	1	1	0	1
"dominula"	130	101	2	2	0	2
"dominula"	130	102	1	1	0	1
"dominula"	130	103	2	2	0	2
"dominula"	130	104	3	3	0	2
"dominula"	130	105	2	2	0	2
"dominula"	130	106	1	1	0	1
"dominula"	130	107	2	2	0	1
"dominula"	130	108	1	1	0	1
"dominula"	130	109	2	2	0	2
"dominula"	130	110	3	3	0	1
"dominula"	130	111	1	1	0	0
"dominula"	130	112	3	3	0	3
"dominula"	130	113	1	1	0	1
"dominula"	130	114	2	2	0	2
"dominula"	130	115	2	2	0	2
"dominula"	130	116	1	1	0	1
"dominula"	130	117	2	2	0	2
"dominula"	130	118	2	2	0	2
"dominula"	130	119	3	3	0	3
"dominula"	130	120	3	3	0	3
"dominula"	130	121	3	3	0	2
"dominula"	130	122	2	2	0	2
"dominula"	130	123	2	2	0	1
"dominula"	130	124	1	1	0	1
"dominula"	130	125	2	2	0	2
"dominula"	130	126	2	2	0	1
"dominula"	130	127	1	1	0	1
"dominula"	130	128	2	2	0	1
"dominula"	130	129	1	1	0	1
"dominula"	130	130	1	1	0	1
"dominula"	140	1	3	3	0	0
"dominula"	140	2	3	3	0	0
"dominula"	140	3	3	3	0	0
"dominula"	140	4	2	2	0	1
"dominula"	140	5	2	2	0	0
"dominula"	140	6	4	4	0	1
"dominula"	140	7	3	3	0	2
"dominula"	140	8	1	1	0	0
"dominula"	140	9	1	1	0	1
"dominula"	140	10	3	3	0	0
"dominula"	140	11	2	2	0	1
"dominula"	140	12	3	3	0	1
"dominula"	140	13	3	3	0	1
"dominula"	140	14	1	1	0	0
"dominula"	140	15	3	3	0	1
"dominula"	140	16	3	3	0	2
"dominula"	140	17	2	2	0	0
"dominula"	140	18	2	2	0	1
"dominula"	140	19	3	3	0	1
"dominula"	140	20	3	3	0	1
"dominula"	140	21	3	3	0	2
"dominula"	140	22	2	2	0	2
"dominula"	140	23	1	1	0	1
"dominula"	140	24	2	2	0	2
"dominula"	140	25	2	2	0	2
"dominula"	140	26	3	3	1	2
"dominula"	140	27	2	2	0	1
"dominula"	140	28	2	2	0	1
"dominula"	140	29	2	2	0	1
"dominula"	140	30	3	3	1	1
"dominula"	140	31	1	1	0	1
"dominula"	140	32	2	2	0	1
"dominula"	140	33	2	2	0	1
"dominula"	140	34	2	2	0	2
"dominula"	140	35	2	2	0	1
"dominula"	140	36	3	3	0	1
"dominula"	140	37	2	2	0	2
"dominula"	140	38	1	1	0	0
"dominula"	140	39	3	3	0	1
"dominula"	140	40	4	4	0	1
"dominula"	140	41	1	1	0	1
"dominula"	140	42	2	2	0	2
"dominula"	140	43	1	1	0	1
"dominula"	140	44	3	3	0	3
"dominula"	140	45	2	2	1	1
"dominula"	140	46	2	2	0	2
"dominula"	140	47	2	2	0	2
"dominula"	140	48	3	3	0	2
"dominula"	140	49	0	0	0	0
"dominula"	140	50	4	4	0	2
"dominula"	140	51	3	3	0	2
"dominula"	140	52	3	3	0	2
"dominula"	140	53	3	3	0	1
"dominula"	140	54	2	2	0	2
"dominula"	140	55	3	3	0	3
"dominula"	140	56	3	3	0	3
"dominula"	140	57	2	2	0	1
"dominula"	140	58	2	2	0	1
"dominula"	140	59	3	3	0	1
"dominula"	140	60	2	2	0	1
"dominula"	140	61	2	2	0	1
"dominula"	140	62	3	3	0	3
"dominula"	140	63	3	3	0	0
"dominula"	140	64	1	1	0	0
"dominula"	140	65	4	4	0	3
"dominula"	140	66	1	1	0	1
"dominula"	140	67	4	4	0	1
"dominula"	140	68	1	1	0	1
"dominula"	140	69	2	2	0	2
"dominula"	140	70	2	2	0	2
"dominula"	140	71	2	2	0	2
"dominula"	140	72	3	3	1	2
"dominula"	140	73	2	2	0	1
"dominula"	140	74	2	2	0	2
"dominula"	140	75	2	2	0	2
"dominula"	140	76	2	2	0	2
"dominula"	140	77	1	1	0	1
"dominula"	140	78	3	3	0	2
"dominula"	140	79	1	1	0	1
"dominula"	140	80	2	2	0	2
"dominula"	140	81	2	2	0	1
"dominula"	140	82	1	1	0	1
"dominula"	140	83	4	4	0	4
"dominula"	140	84	1	1	0	1
"dominula"	140	85	1	1	0	0
"dominula"	140	86	3	3	0	2
"dominula"	140	87	2	2	0	2
"dominula"	140	88	1	1	0	1
"dominula"	140	89	2	2	0	2
"dominula"	140	90	1	1	0	1
"dominula"	140	91	1	1	0	1
"dominula"	140	92	1	1	0	1
"dominula"	140	93	3	3	0	3
"dominula"	140	94	3	3	0	3
"dominula"	140	95	2	2	0	1
"dominula"	140	96	2	2	0	1
"dominula"	140	97	2	2	0	0
"dominula"	140	98	3	3	0	3
"dominula"	140	99	3	3	0	1
"dominula"	140	100	3	3	0	2
"dominula"	140	101	2	2	0	2
"dominula"	140	102	1	1	0	1
"dominula"	140	103	2	2	0	1
"dominula"	140	104	1	1	0	1
"dominula"	140	105	3	3	1	2
"dominula"	140	106	1	1	0	1
"dominula"	140	107	3	3	0	3
"dominula"	140	108	3	3	0	3
"dominula"	140	109	1	1	0	1
"dominula"	140	110	2	2	0	0
"dominula"	140	111	2	2	0	2
"dominula"	140	112	3	3	0	2
"dominula"	140	113	3	3	0	2
"dominula"	140	114	2	2	0	1
"dominula"	140	115	2	2	0	1
"dominula"	140	116	1	1	0	1
"dominula"	140	117	3	3	0	1
"dominula"	140	118	3	3	0	3
"dominula"	140	119	1	1	0	1
"dominula"	140	120	4	4	0	4
"dominula"	140	121	3	3	0	2
"dominula"	140	122	1	1	0	1
"dominula"	140	123	3	3	0	2
"dominula"	140	124	2	2	0	2
"dominula"	140	125	3	3	0	3
"dominula"	140	126	3	3	0	2
"dominula"	140	127	2	2	1	1
"dominula"	140	128	1	1	0	1
"dominula"	140	129	3	3	0	2
"dominula"	140	130	2	2	0	2
"dominula"	140	131	1	1	0	1
"dominula"	140	132	2	2	0	2
"dominula"	140	133	2	2	0	2
"dominula"	140	134	1	1	0	1
"dominula"	140	135	4	4	0	1
"dominula"	140	136	2	2	0	1
"dominula"	140	137	2	2	0	1
"dominula"	140	138	3	3	0	3
"dominula"	140	139	3	3	0	2
"dominula"	140	140	2	2	0	1
"dominula"	150	1	3	3	0	0
"dominula"	150	2	1	1	0	0
"dominula"	150	3	2	2	0	1
"dominula"	150	4	3	3	0	0
"dominula"	150	5	1	1	0	0
"dominula"	150	6	1	1	0	0
"dominula"	150	7	2	2	0	1
"dominula"	150	8	2	2	0	0
"dominula"	150	9	4	4	0	1
"dominula"	150	10	2	2	0	0
"dominula"	150	11	1	1	0	0
"dominula"	150	12	2	2	0	1
"dominula"	150	13	0	0	0	0
"dominula"	150	14	3	3	0	1
"dominula"	150	15	3	3	0	1
"dominula"	150	16	4	4	0	3
"dominula"	150	17	4	4	0	2
"dominula"	150	18	1	1	0	1
"dominula"	150	19	2	2	0	1
"dominula"	150	20	2	2	0	1
"dominula"	150	21	3	3	0	2
"dominula"	150	22	2	2	0	2
"dominula"	150	23	2	2	0	1
"dominula"	150	24	3	3	0	2
"dominula"	150	25	2	2	0	1
"dominula"	150	26	3	3	0	1
"dominula"	150	27	1	1	0	1
"dominula"	150	28	1	1	0	0
"dominula"	150	29	3	3	0	3
"dominula"	150	30	2	2	0	2
"dominula"	150	31	3	3	0	3
"dominula"	150	32	2	2	0	1
"dominula"	150	33	2	2	0	1
"dominula"	150	34	2	2	0	1
"dominula"	150	35	4	4	0	3
"dominula"	150	36	2	2	0	2
"dominula"	150	37	2	2	0	2
"dominula"	150	38	3	3	0	2
"dominula"	150	39	4	4	0	2
"dominula"	150	40	1	1	0	1
"dominula"	150	41	2	2	0	1
"dominula"	150	42	2	2	0	2
"dominula"	150	43	1	1	0	0
"dominula"	150	44	3	3	0	2
"dominula"	150	45	3	3	0	3
"dominula"	150	46	2	2	0	1
"dominula"	150	47	1	1	0	1
"dominula"	150	48	2	2	0	1
"dominula"	150	49	1	1	0	1
"dominula"	150	50	3	3	0	2
"dominula"	150	51	3	3	0	3
"dominula"	150	52	2	2	0	1
"dominula"	150	53	3	3	0	2
"dominula"	150	54	3	3	0	1
"dominula"	150	55	2	2	0	2
"dominula"	150	56	2	2	0	2
"dominula"	150	57	3	3	0	0
"dominula"	150	58	2	2	0	2
"dominula"	150	59	3	3	0	1
"dominula"	150	60	4	4	0	3
"dominula"	150	61	2	2	0	1
"dominula"	150	62	1	1	0	1
"dominula"	150	63	2	2	0	1
"dominula"	150	64	3	3	0	2
"dominula"	150	65	3	3	0	1
"dominula"	150	66	1	1	0	1
"dominula"	150	67	2	2	0	2
"dominula"	150	68	3	3	0	2
"dominula"	150	69	1	1	0	0
"dominula"	150	70	1	1	0	1
"dominula"	150	71	2	2	0	2
"dominula"	150	72	2	2	0	2
"dominula"	150	73	1	1	0	1
"dominula"	150	74	2	2	0	2
"dominula"	150	75	2	2	0	1
"dominula"	150	76	1	1	0	1
"dominula"	150	77	2	2	0	1
"dominula"	150	78	2	2	0	1
"dominula"	150	79	2	2	0	2
"dominula"	150	80	2	2	0	2
"dominula"	150	81	2	2	0	1
"dominula"	150	82	3	3	1	2
"dominula"	150	83	3	3	0	2
"dominula"	150	84	3	3	0	2
"dominula"	150	85	1	1	0	1
"dominula"	150	86	3	3	0	3
"dominula"	150	87	2	2	0	2
"dominula"	150	88	2	2	0	2
"dominula"	150	89	2	2	0	2
"dominula"	150	90	1	1	0	0
"dominula"	150	91	3	3	0	3
"dominula"	150	92	2	2	0	2
"dominula"	150	93	3	3	0	2
"dominula"	150	94	1	1	0	1
"dominula"	150	95	3	3	0	2
"dominula"	150	96	1	1	0	1
"dominula"	150	97	2	2	0	1
"dominula"	150	98	2	2	0	1
"dominula"	150	99	3	3	0	3
"dominula"	150	100	2	2	0	2
"dominula"	150	101	3	3	0	2
"dominula"	150	102	2	2	0	2
"dominula"	150	103	2	2	0	2
"dominula"	150	104	3	3	0	2
"dominula"	150	105	4	4	0	2
"dominula"	150	106	2	2	0	2
"dominula"	150	107	2	2	0	1
"dominula"	150	108	2	2	0	1
"dominula"	150	109	3	3	0	2
"dominula"	150	110	2	2	0	2
"dominula"	150	111	4	4	0	2
"dominula"	150	112	1	1	0	1
"dominula"	150	113	2	2	0	0
"dominula"	150	114	1	1	0	1
"dominula"	150	115	3	3	0	2
"dominula"	150	116	4	4	0	3
"dominula"	150	117	1	1	0	1
"dominula"	150	118	1	1	0	1
"dominula"	150	119	3	3	0	3
"dominula"	150	120	2	2	0	2
"dominula"	150	121	1	1	0	1
"dominula"	150	122	2	2	1	1
"dominula"	150	123	2	2	0	1
"dominula"	150	124	2	2	0	2
"dominula"	150	125	3	3	0	3
"dominula"	150	126	3	3	0	2
"dominula"	150	127	2	2	0	2
"dominula"	150	128	1	1	0	1
"dominula"	150	129	3	3	0	2
"dominula"	150	130	3	3	0	3
"dominula"	150	131	4	4	0	3
"dominula"	150	132	4	4	0	3
"dominula"	150	133	3	3	1	1
"dominula"	150	134	2	2	0	2
"dominula"	150	135	3	3	0	2
"dominula"	150	136	2	2	0	1
"dominula"	150	137	1	1	0	0
"dominula"	150	138	1	1	0	1
"dominula"	150	139	2	2	0	2
"dominula"	150	140	2	2	0	1
"dominula"	150	141	2	2	0	1
"dominula"	150	142	4	4	0	2
"dominula"	150	143	2	2	0	2
"dominula"	150	144	2	2	0	0
"dominula"	150	145	2	2	0	2
"dominula"	150	146	3	3	1	1
"dominula"	150	147	3	3	0	3
"dominula"	150	148	2	2	0	2
"dominula"	150	149	2	2	1	1
"dominula"	150	150	3	3	0	3
"dominula"	160	1	2	2	0	0
"dominula"	160	2	2	2	0	0
"dominula"	160	3	3	3	0	0
"dominula"	160	4	3	3	0	1
"dominula"	160	5	1	1	0	1
"dominula"	160	6	2	2	0	1
"dominula"	160	7	3	3	0	0
"dominula"	160	8	2	2	0	0
"dominula"	160	9	2	2	0	1
"dominula"	160	10	1	1	0	1
"dominula"	160	11	4	4	0	2
"dominula"	160	12	3	3	0	1
"dominula"	160	13	3	3	0	1
"dominula"	160	14	4	4	0	1
"dominula"	160	15	2	2	0	1
"dominula"	160	16	3	3	0	1
"dominula"	160	17	3	3	0	3
"dominula"	160	18	2	2	0	0
"dominula"	160	19	3	3	0	2
"dominula"	160	20	2	2	0	1
"dominula"	160	21	3	3	0	1
"dominula"	160	22	2	2	0	0
"dominula"	160	23	2	2	0	2
"dominula"	160	24	3	3	0	1
"dominula"	160	25	3	3	0	2
"dominula"	160	26	2	2	0	1
"dominula"	160	27	3	3	0	1
"dominula"	160	28	1	1	0	0
"dominula"	160	29	3	3	0	2
"dominula"	160	30	3	3	0	3
"dominula"	160	31	2	2	0	2
"dominula"	160	32	4	4	0	2
"dominula"	160	33	3	3	0	2
"dominula"	160	34	1	1	0	0
"dominula"	160	35	2	2	0	2
"dominula"	160	36	2	2	0	2
"dominula"	160	37	1	1	0	1
"dominula"	160	38	1	1	0	1
"dominula"	160	39	1	1	0	0
"dominula"	160	40	2	2	0	2
"dominula"	160	41	2	2	0	2
"dominula"	160	42	1	1	0	0
"dominula"	160	43	1	1	0	1
"dominula"	160	44	3	3	0	2
"dominula"	160	45	2	2	0	2
"dominula"	160	46	1	1	0	1
"dominula"	160	47	3	3	0	1
"dominula"	160	48	1	1	0	1
"dominula"	160	49	2	2	0	2
"dominula"	160	50	0	0	0	0
"dominula"	160	51	2	2	0	2
"dominula"	160	52	2	2	0	0
"dominula"	160	53	3	3	0	3
"dominula"	160	54	3	3	0	2
"dominula"	160	55	3	3	0	3
"dominula"	160	56	3	3	0	2
"dominula"	160	57	1	1	0	1
"dominula"	160	58	2	2	0	0
"dominula"	160	59	1	1	0	1
"dominula"	160	60	2	2	0	0
"dominula"	160	61	3	3	0	3
"dominula"	160	62	1	1	0	1
"dominula"	160	63	3	3	1	2
"dominula"	160	64	2	2	0	2
"dominula"	160	65	3	3	0	2
"dominula"	160	66	3	3	0	2
"dominula"	160	67	2	2	0	1
"dominula"	160	68	1	1	0	1
"dominula"	160	69	2	2	0	2
"dominula"	160	70	2	2	0	2
"dominula"	160	71	1	1	0	1
"dominula"	160	72	3	3	0	3
"dominula"	160	73	3	3	0	1
"dominula"	160	74	1	1	1	0
"dominula"	160	75	2	2	0	1
"dominula"	160	76	1	1	0	1
"dominula"	160	77	2	2	0	2
"dominula"	160	78	2	2	0	1
"dominula"	160	79	2	2	0	1
"dominula"	160	80	2	2	0	1
"dominula"	160	81	2	2	0	0
"dominula"	160	82	1	1	0	1
"dominula"	160	83	3	3	0	2
"dominula"	160	84	3	3	0	3
"dominula"	160	85	2	2	0	2
"dominula"	160	86	3	3	0	3
"dominula"	160	87	2	2	0	2
"dominula"	160	88	2	2	0	1
"dominula"	160	89	2	2	0	2
"dominula"	160	90	3	3	1	1
"dominula"	160	91	2	2	0	1
"dominula"	160	92	2	2	0	1
"dominula"	160	93	3	3	0	3
"dominula"	160	94	2	2	0	0
"dominula"	160	95	1	1	0	1
"dominula"	160	96	3	3	0	3
"dominula"	160	97	3	3	0	3
"dominula"	160	98	2	2	0	2
"dominula"	160	99	1	1	0	1
"dominula"	160	100	2	2	0	1
"dominula"	160	101	2	2	0	1
"dominula"	160	102	2	2	0	1
"dominula"	160	103	3	3	0	3
"dominula"	160	104	4	4	0	2
"dominula"	160	105	1	1	0	1
"dominula"	160	106	1	1	0	1
"dominula"	160	107	3	3	0	3
"dominula"	160	108	3	3	0	2
"dominula"	160	109	1	1	0	1
"dominula"	160	110	3	3	0	3
"dominula"	160	111	3	3	0	3
"dominula"	160	112	2	2	0	2
"dominula"	160	113	3	3	0	3
"dominula"	160	114	3	3	0	3
"dominula"	160	115	2	2	0	1
"dominula"	160	116	2	2	0	2
"dominula"	160	117	4	4	0	3
"dominula"	160	118	2	2	0	2
"dominula"	160	119	3	3	0	3
"dominula"	160	120	3	3	0	2
"dominula"	160	121	3	3	0	3
"dominula"	160	122	2	2	0	2
"dominula"	160	123	2	2	0	2
"dominula"	160	124	3	3	0	2
"dominula"	160	125	1	1	0	1
"dominula"	160	126	1	1	0	1
"dominula"	160	127	2	2	0	2
"dominula"	160	128	3	3	0	3
"dominula"	160	129	2	2	1	1
"dominula"	160	130	1	1	0	1
"dominula"	160	131	2	2	0	2
"dominula"	160	132	2	2	0	2
"dominula"	160	133	3	3	0	2
"dominula"	160	134	3	3	0	2
"dominula"	160	135	1	1	0	1
"dominula"	160	136	2	2	0	1
"dominula"	160	137	3	3	0	2
"dominula"	160	138	3	3	0	3
"dominula"	160	139	1	1	0	1
"dominula"	160	140	2	2	0	2
"dominula"	160	141	2	2	0	2
"dominula"	160	142	4	4	0	2
"dominula"	160	143	1	1	0	1
"dominula"	160	144	2	2	0	2
"dominula"	160	145	4	4	0	4
"dominula"	160	146	2	2	0	1
"dominula"	160	147	3	3	0	2
"dominula"	160	148	3	3	0	2
"dominula"	160	149	4	4	0	4
"dominula"	160	150	2	2	0	1
"dominula"	160	151	0	0	0	0
"dominula"	160	152	3	3	0	2
"dominula"	160	153	2	2	0	2
"dominula"	160	154	1	1	0	1
"dominula"	160	155	2	2	0	2
"dominula"	160	156	3	3	0	2
"dominula"	160	157	3	3	0	3
"dominula"	160	158	3	3	0	2
"dominula"	160	159	2	2	0	1
"dominula"	160	160	1	1	0	1
"dominula"	170	1	2	2	0	0
"dominula"	170	2	2	2	0	0
"dominula"	170	3	2	2	0	0
"dominula"	170	4	1	1	0	0
"dominula"	170	5	4	4	0	0
"dominula"	170	6	1	1	0	1
"dominula"	170	7	3	3	0	0
"dominula"	170	8	4	4	0	0
"dominula"	170	9	2	2	0	1
"dominula"	170	10	2	2	0	1
"dominula"	170	11	3	3	0	1
"dominula"	170	12	1	1	0	0
"dominula"	170	13	3	3	0	0
"dominula"	170	14	2	2	0	1
"dominula"	170	15	2	2	0	2
"dominula"	170	16	1	1	0	1
"dominula"	170	17	1	1	0	0
"dominula"	170	18	3	3	0	1
"dominula"	170	19	3	3	0	1
"dominula"	170	20	3	3	0	0
"dominula"	170	21	1	1	0	0
"dominula"	170	22	2	2	0	2
"dominula"	170	23	3	3	0	0
"dominula"	170	24	4	4	2	1
"dominula"	170	25	4	4	0	4
"dominula"	170	26	1	1	0	0
"dominula"	170	27	2	2	0	2
"dominula"	170	28	4	4	0	4
"dominula"	170	29	2	2	0	1
"dominula"	170	30	2	2	0	1
"dominula"	170	31	1	1	0	1
"dominula"	170	32	2	2	0	2
"dominula"	170	33	3	3	0	2
"dominula"	170	34	1	1	0	0
"dominula"	170	35	2	2	0	1
"dominula"	170	36	1	1	0	1
"dominula"	170	37	2	2	0	1
"dominula"	170	38	1	1	1	0
"dominula"	170	39	1	1	0	0
"dominula"	170	40	2	2	0	0
"dominula"	170	41	4	4	0	3
"dominula"	170	42	2	2	0	1
"dominula"	170	43	3	3	0	1
"dominula"	170	44	2	2	0	0
"dominula"	170	45	1	1	0	1
"dominula"	170	46	2	2	0	2
"dominula"	170	47	1	1	0	1
"dominula"	170	48	2	2	1	1
"dominula"	170	49	2	2	0	1
"dominula"	170	50	3	3	1	2
"dominula"	170	51	3	3	1	2
"dominula"	170	52	2	2	0	2
"dominula"	170	53	1	1	0	1
"dominula"	170	54	3	3	0	3
"dominula"	170	55	2	2	0	2
"dominula"	170	56	3	3	0	2
"dominula"	170	57	3	3	0	2
"dominula"	170	58	1	1	0	1
"dominula"	170	59	2	2	0	1
"dominula"	170	60	3	3	0	1
"dominula"	170	61	1	1	0	1
"dominula"	170	62	3	3	0	3
"dominula"	170	63	2	2	0	2
"dominula"	170	64	2	2	0	2
"dominula"	170	65	2	2	0	1
"dominula"	170	66	2	2	0	2
"dominula"	170	67	1	1	0	1
"dominula"	170	68	4	4	0	3
"dominula"	170	69	2	2	0	1
"dominula"	170	70	3	3	0	3
"dominula"	170	71	1	1	0	1
"dominula"	170	72	3	3	0	2
"dominula"	170	73	2	2	0	2
"dominula"	170	74	3	3	0	3
"dominula"	170	75	4	4	0	2
"dominula"	170	76	4	4	0	3
"dominula"	170	77	1	1	0	1
"dominula"	170	78	2	2	0	2
"dominula"	170	79	3	3	0	2
"dominula"	170	80	2	2	0	1
"dominula"	170	81	2	2	0	2
"dominula"	170	82	2	2	0	0
"dominula"	170	83	1	1	0	1
"dominula"	170	84	2	2	0	1
"dominula"	170	85	2	2	0	1
"dominula"	170	86	3	3	0	1
"dominula"	170	87	2	2	0	2
"dominula"	170	88	2	2	0	2
"dominula"	170	89	3	3	0	3
"dominula"	170	90	2	2	0	1
"dominula"	170	91	3	3	0	3
"dominula"	170	92	3	3	0	3
"dominula"	170	93	3	3	0	3
"dominula"	170	94	3	3	0	2
"dominula"	170	95	1	1	0	0
"dominula"	170	96	3	3	0	2
"dominula"	170	97	2	2	0	2
"dominula"	170	98	3	3	0	3
"dominula"	170	99	2	2	0	1
"dominula"	170	100	3	3	0	3
"dominula"	170	101	2	2	0	2
"dominula"	170	102	3	3	0	2
"dominula"	170	103	2	2	0	2
"dominula"	170	104	2	2	0	1
"dominula"	170	105	3	3	0	3
"dominula"	170	106	2	2	0	2
"dominula"	170	107	1	1	0	1
"dominula"	170	108	3	3	0	3
"dominula"	170	109	2	2	0	2
"dominula"	170	110	1	1	0	1
"dominula"	170	111	1	1	0	1
"dominula"	170	112	2	2	0	2
"dominula"	170	113	3	3	0	2
"dominula"	170	114	1	1	0	1
"dominula"	170	115	2	2	0	1
"dominula"	170	116	1	1	0	1
"dominula"	170	117	2	2	0	2
"dominula"	170	118	1	1	0	0
"dominula"	170	119	1	1	0	1
"dominula"	170	120	4	4	0	2
"dominula"	170	121	2	2	0	1
"dominula"	170	122	3	3	0	2
"dominula"	170	123	2	2	0	1
"dominula"	170	124	4	4	0	3
"dominula"	170	125	2	2	0	2
"dominula"	170	126	3	3	0	3
"dominula"	170	127	1	1	0	1
"dominula"	170	128	3	3	0	2
"dominula"	170	129	1	1	0	1
"dominula"	170	130	2	2	0	1
"dominula"	170	131	2	2	0	1
"dominula"	170	132	2	2	0	2
"dominula"	170	133	3	3	0	1
"dominula"	170	134	2	2	0	2
"dominula"	170	135	2	2	0	2
"dominula"	170	136	1	1	0	1
"dominula"	170	137	2	2	0	2
"dominula"	170	138	3	3	0	2
"dominula"	170	139	2	2	0	1
"dominula"	170	140	2	2	0	2
"dominula"	170	141	2	2	0	1
"dominula"	170	142	3	3	0	1
"dominula"	170	143	2	2	0	2
"dominula"	170	144	1	1	0	1
"dominula"	170	145	1	1	0	1
"dominula"	170	146	2	2	0	2
"dominula"	170	147	1	1	0	1
"dominula"	170	148	1	1	0	1
"dominula"	170	149	2	2	0	2
"dominula"	170	150	1	1	0	1
"dominula"	170	151	3	3	0	1
"dominula"	170	152	2	2	0	2
"dominula"	170	153	2	2	0	2
"dominula"	170	154	3	3	0	2
"dominula"	170	155	2	2	0	2
"dominula"	170	156	3	3	0	2
"dominula"	170	157	2	2	0	2
"dominula"	170	158	3	3	0	3
"dominula"	170	159	2	2	0	1
"dominula"	170	160	1	1	0	1
"dominula"	170	161	4	4	0	3
"dominula"	170	162	2	2	0	2
"dominula"	170	163	2	2	0	2
"dominula"	170	164	2	2	0	2
"dominula"	170	165	2	2	0	2
"dominula"	170	166	3	3	0	2
"dominula"	170	167	4	4	1	2
"dominula"	170	168	2	2	0	2
"dominula"	170	169	1	1	0	1
"dominula"	170	170	3	3	0	3
"dominula"	180	1	1	1	0	0
"dominula"	180	2	1	1	0	0
"dominula"	180	3	1	1	0	0
"dominula"	180	4	1	1	0	0
"dominula"	180	5	2	2	0	1
"dominula"	180	6	1	1	0	0
"dominula"	180	7	2	2	0	0
"dominula"	180	8	1	1	0	1
"dominula"	180	9	4	4	1	0
"dominula"	180	10	3	3	0	0
"dominula"	180	11	2	2	0	1
"dominula"	180	12	1	1	0	0
"dominula"	180	13	2	2	0	0
"dominula"	180	14	2	2	0	1
"dominula"	180	15	2	2	0	1
"dominula"	180	16	1	1	0	1
"dominula"	180	17	2	2	0	1
"dominula"	180	18	3	3	0	0
"dominula"	180	19	2	2	0	1
"dominula"	180	20	2	2	0	2
"dominula"	180	21	4	4	0	1
"dominula"	180	22	3	3	0	2
"dominula"	180	23	2	2	0	0
"dominula"	180	24	3	3	0	2
"dominula"	180	25	2	2	0	2
"dominula"	180	26	3	3	0	1
"dominula"	180	27	2	2	0	1
"dominula"	180	28	3	3	0	1
"dominula"	180	29	3	3	0	1
"dominula"	180	30	1	1	1	0
"dominula"	180	31	2	2	0	0
"dominula"	180	32	1	1	0	1
"dominula"	180	33	3	3	0	1
"dominula"	180	34	3	3	0	2
"dominula"	180	35	3	3	0	2
"dominula"	180	36	3	3	0	3
"dominula"	180	37	2	2	0	2
"dominula"	180	38	2	2	0	1
"dominula"	180	39	1	1	0	1
"dominula"	180	40	2	2	0	2
"dominula"	180	41	2	2	0	2
"dominula"	180	42	3	3	0	2
"dominula"	180	43	2	2	0	2
"dominula"	180	44	2	2	0	0
"dominula"	180	45	1	1	0	0
"dominula"	180	46	1	1	0	1
"dominula"	180	47	2	2	0	0
"dominula"	180	48	2	2	0	2
"dominula"	180	49	1	1	0	1
"dominula"	180	50	2	2	0	1
"dominula"	180	51	1	1	0	1
"dominula"	180	52	2	2	0	2
"dominula"	180	53	1	1	0	1
"dominula"	180	54	2	2	0	2
"dominula"	180	55	2	2	0	1
"dominula"	180	56	3	3	0	2
"dominula"	180	57	1	1	0	1
"dominula"	180	58	2	2	0	1
"dominula"	180	59	3	3	0	3
"dominula"	180	60	1	1	0	1
"dominula"	180	61	1	1	0	1
"dominula"	180	62	3	3	0	3
"dominula"	180	63	4	4	0	2
"dominula"	180	64	4	4	0	1
"dominula"	180	65	3	3	0	2
"dominula"	180	66	2	2	0	2
"dominula"	180	67	3	3	0	2
"dominula"	180	68	1	1	0	1
"dominula"	180	69	3	3	0	2
"dominula"	180	70	2	2	0	2
"dominula"	180	71	2	2	0	2
"dominula"	180	72	2	2	0	1
"dominula"	180	73	3	3	0	1
"dominula"	180	74	2	2	0	2
"dominula"	180	75	2	2	0	2
"dominula"	180	76	2	2	0	2
"dominula"	180	77	2	2	0	1
"dominula"	180	78	2	2	0	0
"dominula"	180	79	2	2	0	2
"dominula"	180	80	3	3	0	3
"dominula"	180	81	3	3	0	3
"dominula"	180	82	2	2	0	2
"dominula"	180	83	2	2	0	2
"dominula"	180	84	3	3	0	3
"dominula"	180	85	2	2	0	2
"dominula"	180	86	3	3	0	2
"dominula"	180	87	2	2	0	2
"dominula"	180	88	2	2	0	2
"dominula"	180	89	0	0	0	0
"dominula"	180	90	2	2	0	2
"dominula"	180	91	2	2	0	1
"dominula"	180	92	2	2	0	2
"dominula"	180	93	2	2	0	1
"dominula"	180	94	1	1	0	0
"dominula"	180	95	3	3	0	3
"dominula"	180	96	2	2	0	2
"dominula"	180	97	1	1	0	1
"dominula"	180	98	2	2	0	1
"dominula"	180	99	3	3	0	2
"dominula"	180	100	2	2	0	2
"dominula"	180	101	2	2	0	1
"dominula"	180	102	3	3	0	2
"dominula"	180	103	2	2	0	2
"dominula"	180	104	1	1	0	1
"dominula"	180	105	2	2	0	2
"dominula"	180	106	4	4	0	3
"dominula"	180	107	2	2	0	2
"dominula"	180	108	3	3	0	2
"dominula"	180	109	1	1	0	1
"dominula"	180	110	2	2	0	1
"dominula"	180	111	3	3	0	3
"dominula"	180	112	3	3	0	2
"dominula"	180	113	2	2	0	2
"dominula"	180	114	2	2	0	2
